Service Name,Physical Address Line 1,Physical Address Line 2,Physical Address Suburb,Physical Address State,Physical Address Post Code,2018 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,Latitude,Longitude,2018-19 Australian Government Funding
RDNS Home Care Packages NSW South East Sydney,Office A2.01,20 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,Royal District Nursing Service Limited,Charitable,Major Cities of Australia,-33.73574799,150.9469097," $899,649 "
Integratedliving ACT,10-12 Monaro Street,,QUEANBEYAN,NSW,2620,Southern Highlands,Home Care,,,,Integratedliving Australia Ltd,Community Based,Major Cities of Australia,-35.35330757,149.2345482, n.a. 
Mercy Home & Community Care - Southern Metro CALD,Level 2,12 Shelley Street,RICHMOND,VIC,3121,Northern Metro,Home Care,,,,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,-37.81080824,144.9935088," $128,830 "
Mercy Home & Community Care - Whittlesea,67 Cade Way,,PARKVILLE,VIC,3052,Western Metro,Home Care,,,,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,-37.77732162,144.9399746," $1,026,225 "
Mercy Home & Community Care - Yarra Ranges,259 Jasper Road,,MCKINNON,VIC,3204,Southern Metro,Home Care,,,,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,-37.912036,145.042585," $290,057 "
Nextt Home Care Services - Hume,"Level 9, 417 St Kilda Road",,MELBOURNE,VIC,3004,Western Metro,Home Care,,,,Nexttcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.837744,144.976519," $20,356 "
Heathcote Home Care,39 Hospital Street,,HEATHCOTE,VIC,3523,Loddon-Mallee,Home Care,,,,Heathcote Health,State Government,Inner Regional Australia,-36.92560414,144.7097048," $829,370 "
Care Connect - Loddon-Mallee,24 Percy Street,,ECHUCA,VIC,3564,Loddon-Mallee,Home Care,,,,Care Connect Ltd,Charitable,Inner Regional Australia,-36.12513988,144.7497381," $301,255 "
Care Connect - Hume,399 Wyndham Street,,SHEPPARTON,VIC,3632,Hume,Home Care,,,,Care Connect Ltd,Charitable,Inner Regional Australia,-36.3825782,145.3992579," $8,414,006 "
RDNS Home Care Packages Tas Southern,181 Elizabeth Street,,HOBART,TAS,7000,Southern,Home Care,,,,Royal District Nursing Service Limited,Charitable,Inner Regional Australia,-42.88075568,147.3259233," $623,668 "
Gordon Park Multiservice Centre,45 Shamrock Street,,GORDON PARK,QLD,4031,Brisbane North,Home Care,,,,Alzheimer's Association of Queensland Inc,Charitable,Major Cities of Australia,-27.41956007,153.0299319," $1,709,422 "
Southern Cross Care Thornton Park,72-84 Empire Circuit,,PENRITH,NSW,2750,Nepean,Residential,100,,,Southern Cross Care (NSW & ACT) Limited,Religious,Major Cities of Australia,-33.747702,150.702489," $239,776 "
St Simeon Community Care - Alexandria,14 Renwick Street,,ALEXANDRIA,NSW,2015,South East Sydney,Home Care,,,,Serbian Orthodox Diocese Aged Care and Education Property Fund,Charitable,Major Cities of Australia,-33.89961283,151.1927039," $354,735 "
Anglicare Community Aged Care - Northern Sydney,"Unit 22, 14 Rodborough Road",,FRENCHS FOREST,NSW,2086,Northern Sydney,Home Care,,,,Anglican Community Services,Religious,Major Cities of Australia,-33.75361009,151.2476237," $636,737 "
Anglicare Community Aged Care - South West Sydney,40 Cumberland Street,,CABRAMATTA,NSW,2166,South West Sydney,Home Care,,,,Anglican Community Services,Religious,Major Cities of Australia,-33.89648312,150.9416396," $688,300 "
Anglicare Community Aged Care - Western Sydney,91A Kurrajong Avenue,,MOUNT DRUITT,NSW,2770,Western Sydney,Home Care,,,,Anglican Community Services,Religious,Major Cities of Australia,-33.76322105,150.8078046," $1,500,573 "
Anglicare Community Aged Care - Southern Highlands,5/274 Argyle Street,,MOSS VALE,NSW,2577,South West Sydney,Home Care,,,,Anglican Community Services,Religious,Inner Regional Australia,-34.55435098,150.3615424," $369,736 "
Anglicare Community Aged Care - Inner West,1 Sloane Street,,SUMMER HILL,NSW,2130,Inner West,Home Care,,,,Anglican Community Services,Religious,Major Cities of Australia,-33.88877494,151.1404936," $2,198,546 "
integratedliving - Northern,5-281 Ross River Road,,AITKENVILLE,QLD,4814,Northern,Home Care,,,,Integratedliving Australia Ltd,Community Based,Outer Regional Australia,-19.2970457,146.7646027, n.a. 
integratedliving - Mackay,13 Mattey Court,,WALKERSTON,QLD,4751,Mackay,Home Care,,,,Integratedliving Australia Ltd,Community Based,Outer Regional Australia,-21.16476624,149.0542724, n.a. 
Boronia House,183-197 Boronia Road,,ST MARYS,NSW,1790,Nepean,Residential,124,,,Thompson Health Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.74827632,150.7788179," $9,223,173 "
EACH Eastern Metro,46 Warrandyte Road,,RINGWOOD,VIC,3134,Eastern Metro,Home Care,,,,EACH,State Government,Major Cities of Australia,-37.809,145.230779," $2,244,116 "
integratedliving Illawarra,"Unit 3, 98 Worrigee Street",,NOWRA,NSW,2541,Illawarra,Home Care,,,,Integratedliving Australia Ltd,Community Based,Inner Regional Australia,-34.87680628,150.6021614, n.a. 
integratedliving Home Care Packages NSW,"Suite 302, 251 Wharf Road",,NEWCASTLE,NSW,2300,Hunter,Home Care,,,,Integratedliving Australia Ltd,Community Based,Major Cities of Australia,-32.925923,151.77711," $24,810,101 "
integratedliving Far North Coast,"Suite 1A, 85 Tamar Street",,BALLINA,NSW,2478,Far North Coast,Home Care,,,,Integratedliving Australia Ltd,Community Based,Inner Regional Australia,-28.86839837,153.5597383, n.a. 
integratedliving Central West,"Unit 3, 364 Clarinda Street",,PARKES,NSW,2870,Central West,Home Care,,,,Integratedliving Australia Ltd,Community Based,Outer Regional Australia,-33.13261657,148.1735576, n.a. 
Acacia Living Group South West Home Care,2 Wattle Street,,BUNBURY,WA,6230,South West,Home Care,,,,The RSL Care WA Retirement and Aged Care Association Incorporated,Charitable,Inner Regional Australia,-33.33509515,115.629873," $680,324 "
Villa Maria Community Services Northern Region,190 Benalla Road,,SHEPPARTON,VIC,3564,Hume,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956," $80,469 "
Villa Maria Grampians Home Care Packages Program,190 Benalla Road,,SHEPPARTON,VIC,3564,Hume,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-36.38750001,145.4274956," $146,773 "
Villa Maria Gippsland Home Care Packages,Unit 2,4 Stephensons Street,PACKENHAM,VIC,3810,Southern Metro,Home Care,,,,Villa Maria Catholic Homes Limited,Charitable,Major Cities of Australia,-38.07510297,145.4803464," $1,927,145 "
Linkages: Central Highlands Coordinated Community Care,106 Market Street,,BALLARAT,VIC,3350,Grampians,Home Care,,,,Ballarat Health Services,State Government,Inner Regional Australia,-37.557336,143.855731," $1,495,705 "
integratedliving Northern Tas,22  EARL STREET,,LAUNCESTON,TAS,7250,Northern,Home Care,,,,Integratedliving Australia Ltd,Community Based,Inner Regional Australia,-41.43652488,147.1417333," $6,042,899 "
CGHS - Home Care Package Program,155 Guthridge Parade,,SALE,VIC,3850,Gippsland,Home Care,,,,Central Gippsland Health Service,State Government,Inner Regional Australia,-38.10892045,147.0813899," $734,276 "
Churches of Christ Care - Community Care - Wide Bay/Hervey Bay,130 Pantlins Lane,,PIALBA,QLD,4655,Wide Bay,Home Care,,,,Churches of Christ in Queensland,Religious,Inner Regional Australia,-25.29414362,152.8135764," $2,843,445 "
Northern Region Home Care Victoria,"Level 2, 818 Whitehorse Road",,BOXHILL,VIC,3128,Eastern Metro,Home Care,,,,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.81720416,145.1159337," $443,154 "
South East Region Homecare,431 Racecourse Road,,MORNINGTON,VIC,3931,Southern Metro,Home Care,,,,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Major Cities of Australia,-38.23766689,145.0664909," $569,916 "
JBC Home Care Packages ACT,"Unit 8, 41-45 Tennant Street",,FYSHWICK,ACT,2609,ACT,Home Care,,,,Just Better Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,-35.332822,149.186405," $114,705 "
Annecto Orana Far West Level 4,161-163 Langtree Avenue,,MILDURA,VIC,3502,Loddon-Mallee,Home Care,,,,annecto Inc,Charitable,Outer Regional Australia,-34.1882549,142.1562233," $169,863 "
"HCR - Home Care Packages, Eastern Metropolitan","Unit 5, 312 Waverley Road",,MALVERN EAST,VIC,3145,Southern Metro,Home Care,,,,Argent Nominees Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.877546,145.058244," $23,423,838 "
"HCR - Home Care Packages, Southern Metropolitan",312 Waverley Road,,MALVERN EAST,VIC,3145,Southern Metro,Home Care,,,,Argent Nominees Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.877547,145.058243," $971,257 "
mecwacare Home Care Packages 5 (Southern Metro Region),1287 Malvern Road,,MALVERN,VIC,3144,Southern Metro,Home Care,,,,MECWA,Community Based,Major Cities of Australia,-37.852367,145.036581," $337,270 "
Benetas Home Care Hume,"Shop 6&7, Finborough Crt",69-75 McLennan Street,MOOROOPNA,VIC,3629,Hume,Home Care,,,,Anglican Aged Care Services Group,Religious,Inner Regional Australia,-36.39482663,145.3602938," $634,369 "
Benetas Home Care Gippsland,49-53 Hazelwood Road,,TRARALGON,VIC,3844,Gippsland,Home Care,,,,Anglican Aged Care Services Group,Religious,Inner Regional Australia,-38.210865,146.521642," $366,735 "
Churches of Christ Care - Community Care - Bribie Island/Caboolture,30 Foley Street,,BRIBIE ISLAND,QLD,4507,Cabool,Home Care,,,,Churches of Christ in Queensland,Religious,Inner Regional Australia,-27.07910147,153.1618899," $1,016,183 "
Multicultural Aged Care Services Geelong Inc,100 Weddell Road,,NORTH GEELONG,VIC,3125,Barwon-South Western,Home Care,,,,Multicultural Aged Care Services Geelong Inc,Community Based,Major Cities of Australia,-38.12586399,144.347892," $1,048,602 "
Arcare Glenhaven,93 Glenhaven Road,,GLENHAVEN,NSW,2156,Western Sydney,Residential,123,,,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.695784,150.993606," $6,042,446 "
MiCare Home Care services SMR,1105 Frankston - Dandenong Road,,CARRUM DOWNS,VIC,3201,Southern Metro,Home Care,,,,MiCare Ltd,Community Based,Major Cities of Australia,-38.09356142,145.1773635," $1,147,204 "
Resthaven Aberfoyle Park,100 Hub Drive,,ABERFOYLE PARK,SA,5159,Metropolitan South,Residential,100,,,Resthaven Inc,Charitable,Major Cities of Australia,-35.07524,138.596535," $3,907,746 "
MiCare Home Care Services Gippsland,63 Church Street,,MORWELL,VIC,3840,Gippsland,Home Care,,,,MiCare Ltd,Community Based,Inner Regional Australia,-38.23496,146.399284," $599,312 "
UPA Mid North Coast CDC,9 River Street,,MACKSVILLE,NSW,2447,Mid North Coast,Home Care,,,,United Protestant Association of NSW Limited,Charitable,Outer Regional Australia,-30.70729669,152.9248994, n.a. 
HammondAtHome Nepean,"Suite 405, Level 4",10 Century Circuit,BAULKHAM HILLS,NSW,2153,Western Sydney,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-33.7335251,150.9630072," $570,627 "
PresCare Protea Townsville,291 Angus Smith Drive,,DOUGLAS,QLD,4814,Northern,Residential,140,,,The Presbyterian Church of Queensland,Religious,Outer Regional Australia,-19.324211,146.740193," $214,970 "
HammondAtHome Southern Highlands,HammondCare - Miranda,19 Kiama Street,MIRANDA,NSW,2228,South East Sydney,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-34.02428446,151.1051272," $2,149,449 "
Brightwater Home Care Packages South East,"170 Swansea Street, East",,EAST VICTORIA PARK,WA,6101,Metropolitan South East,Home Care,,,,Brightwater Care Group Limited,Charitable,Major Cities of Australia,-31.98474303,115.9062261," $403,128 "
Southern Cross Community Care - South West Sydney,45 Barcom Street,,MERRYLANDS WEST,NSW,2160,Western Sydney,Home Care,,,,Southern Cross Care (NSW & ACT) Limited,Religious,Major Cities of Australia,-33.83956733,150.9708538," $352,879 "
Southern Cross Community Care - Northern Sydney,402 Bobbin Head Road,,NORTH TURRAMURRA,NSW,2074,Northern Sydney,Home Care,,,,Southern Cross Care (NSW & ACT) Limited,Religious,Major Cities of Australia,-33.70083735,151.1469716," $581,930 "
Southern Cross Community Care - Nepean,St Francis Apartments,122 Hyatts Road,PLUMPTON,NSW,2761,Western Sydney,Home Care,,,,Southern Cross Care (NSW & ACT) Limited,Religious,Major Cities of Australia,-33.74485561,150.8332216," $497,753 "
Southern Cross Community Care - Hunter,7 Bias Avenue,,BATEAU BAY,NSW,2261,Central Coast,Home Care,,,,Southern Cross Care (NSW & ACT) Limited,Religious,Major Cities of Australia,-33.37655678,151.4805947," $629,195 "
Wintringham - Barwon South West Level 1,35/3 Cranwell Court,,HIGHTON,VIC,3216,Barwon-South Western,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-38.19485017,144.3188161," $15,045 "
Nextt Home Care Services,"Level 9, 417 St Kilda Road",,MELBOURNE,VIC,3004,Western Metro,Home Care,,,,Nexttcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.837744,144.976519," $427,434 "
Wintringham - Hume Level 1,Flat 37,48-60 Maude Street,SHEPPARTON,VIC,3630,Hume,Home Care,,,,Wintringham,Charitable,Inner Regional Australia,-36.37156121,145.4015311," $31,658 "
Wintringham - Northern Level 1,310 Mt. Alexander Road,,ASCOT VALE,VIC,3032,Western Metro,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.779802,144.93165, n.a. 
Epping Gardens,25 Willandra Drive,,EPPING,VIC,3076,Northern Metro,Residential,148,,,Heritage Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.647278,145.008823," $3,921,009 "
Wintringham - Inner Southern Level 3,372 South Road,,MOORABBIN,VIC,3189,Southern Metro,Home Care,,,,Wintringham,Charitable,Major Cities of Australia,-37.933746,145.0383," $285,785 "
Opal Bankstown,14-20 Eldridge Road,,BANKSTOWN,NSW,2200,South West Sydney,Residential,155,,,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.933102,151.026388," $6,036,643 "
"The Salvation Army, Adult Services, Southern Home Care Packages",72 Gertrude Street,,FITZROY,VIC,3065,Northern Metro,Home Care,,,,The Salvation Army (Victoria) Property Trust,Religious,Major Cities of Australia,-37.80582013,144.9762548," $609,781 "
Annecto HCP Program Eastern Region - Level 3,41-43 Ringwood Street,,RINGWOOD,VIC,3134,Eastern Metro,Home Care,,,,annecto Inc,Charitable,Major Cities of Australia,-37.812089,145.227127," $602,551 "
RDNS Home Care Packages VIC Western Metro,31 Alma Road,,ST KILDA,VIC,3182,Southern Metro,Home Care,,,,Royal District Nursing Service Limited,Charitable,Major Cities of Australia,-37.86086586,144.985818," $2,411,214 "
RDNS Home Care Packages VIC Northern Metro,31 Alma Road,,ST KILDA,VIC,3182,Southern Metro,Home Care,,,,Royal District Nursing Service Limited,Charitable,Major Cities of Australia,-37.86086586,144.985818," $2,362,895 "
Annecto HCP Program Southern Region - Level 4,41-43 Ringwood Street,,RINGWOOD,VIC,3134,Eastern Metro,Home Care,,,,annecto Inc,Charitable,Major Cities of Australia,-37.812089,145.227127," $972,616 "
RDNS Home Care Packages VIC Eastern Metro,31 Alma Road,,ST KILDA,VIC,3182,Southern Metro,Home Care,,,,Royal District Nursing Service Limited,Charitable,Major Cities of Australia,-37.86086586,144.985818," $918,202 "
"The Salvation Army, Adult Services, Western Home Care Packages",152 Churchill Avenue,,BRAYBROOK,VIC,3019,Western Metro,Home Care,,,,The Salvation Army (Victoria) Property Trust,Religious,Major Cities of Australia,-37.785685,144.853534," $3,049,461 "
"The Salvation Army, Adult Services, Northern Home Care Packages","Level 1, 81 Victoria Crescent",,ABBOTSFORD,VIC,3067,Northern Metro,Home Care,,,,The Salvation Army (Victoria) Property Trust,Religious,Major Cities of Australia,-37.80597956,144.9982634," $1,333,231 "
Finke Home Care Service,32 Erringka Street,,FINKE,NT,872,Alice Springs,Home Care,,,,MacDonnell Regional Council,Local Government,Very Remote Australia,-25.58086368,134.5781836, n.a. 
Imanpa Home Care Service,0 Mumu Street,,IMANPA,NT,872,Alice Springs,Home Care,,,,MacDonnell Regional Council,Local Government,Very Remote Australia,-25.12923614,132.5705893, n.a. 
Melva McDonald Lodge,11 Mavis Street,,ROOTY HILL,NSW,2766,Western Sydney,Residential,102,,,Anglican Community Services,Religious,Major Cities of Australia,-33.772217,150.846423," $1,068,377 "
HSS 'Your Care Your Choice' - Brisbane North,3-56 Logan Road,,WOOLLOONGABBA,QLD,4102,Brisbane South,Home Care,,,,Home Support Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.48705136,153.0361721," $102,123 "
HSS 'Your Care Your Choice' - Brisbane South,3-56 Logan Road,,WOOLLOONGABBA,QLD,4102,Brisbane South,Home Care,,,,Home Support Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.48705136,153.0361721," $166,932 "
Dudley Foord House,4 View Street,,THE PONDS,NSW,2769,Western Sydney,Residential,104,,,Anglican Community Services,Religious,Major Cities of Australia,-33.7191591,150.9169538," $7,622,467 "
Villa Maria Catholic Homes Star of the Sea Aged Care Residence,Horseshoe Bend Road,,TORQUAY,VIC,3228,Barwon-South Western,Residential,96,,,Villa Maria Catholic Homes Limited,Charitable,Inner Regional Australia,-38.31392946,144.3384136," $3,682,920 "
Racecourse Grange Residential Care,428-430 Racecourse Road,,MORNINGTON,VIC,3931,Southern Metro,Residential,127,,,Australian Unity Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-38.227748,145.071348," $70,952 "
Royal Freemasons Sale,28 Surkitt Boulevard,,SALE,VIC,3850,Gippsland,Residential,144,,,Royal Freemasons Ltd,Charitable,Inner Regional Australia,-38.078991,147.069231," $6,911,703 "
Royal Freemasons Bendigo,61 Alder Street,,KANGAROO FLAT,VIC,3555,Loddon-Mallee,Residential,144,,,Royal Freemasons Ltd,Charitable,Inner Regional Australia,-36.783889,144.240238," $10,624,428 "
Royal Freemasons Bacchus Marsh,58 Grey Street,,DARLEY,VIC,3340,Grampians,Residential,144,,,Royal Freemasons Ltd,Charitable,Major Cities of Australia,-37.657843,144.432128," $5,954,113 "
Clifton Views,217-241 Queens Parade,,FITZROY NORTH,VIC,3068,Northern Metro,Residential,123,,,TLC Melbourne Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.786501,144.994315," $2,524,551 "
Warralily Gardens,614-620 Torquay Road,,ARMSTRONG CREEK,VIC,3217,Barwon-South Western,Residential,120,,,Western Residential Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-38.23688,144.334803," $1,908,731 "
At Home Services Feros Care - Western Metro,"Level 27, 101 Collins Street -",,MELBOURNE,VIC,3000,Western Metro,Home Care,,,,Feros Care,Community Based,Major Cities of Australia,-37.814541,144.9705," $382,748 "
Arcare North Shore,Lot 2 Main Street,,BURDELL,QLD,4818,Northern,Residential,90,,,Arcare Pty Ltd,Private Incorporated Body,Outer Regional Australia,-19.25485699,146.7027436," $6,552,501 "
Sienna Grange Aged Care,32 John Oxley Drive,,PORT MACQUARIE,NSW,2444,Mid North Coast,Residential,68,,,Australian Unity Care Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,-31.455843,152.874176," $217,434 "
At Home Services Feros Care - Grampians,"Level 27, 101 Collins Street",,MELBOURNE,VIC,3000,Western Metro,Home Care,,,,Feros Care,Community Based,Major Cities of Australia,-37.814542,144.9705," $422,439 "
Opal North Lakes,Cnr Anzac Ave and North Lakes,,NORTH LAKES,QLD,4509,Cabool,Residential,146,,,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.24201213,153.0194135," $6,077,385 "
HammondCare Dementia Specific Home Care Services - Western Metro,"Suite 12, Level 1",204-218 Dryburgh Street,NORTH MELBOURNE,VIC,3051,Western Metro,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-37.79844066,144.944316," $637,917 "
Opal Kawana,1 Reflection Crescent,,BIRTINYA,QLD,4575,Sunshine Coast,Residential,151,,,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-26.7508194,153.1145446," $10,096,306 "
Latrobe Home Care Packages Gippsland Level 1,81-87 Buckley Street,,MORWELL,VIC,3840,Gippsland,Home Care,,,,Latrobe Community Health Service,State Government,Inner Regional Australia,-38.2358326,146.4000861," $65,554 "
HammondCare Dementia Specific Home Care Services - Northern Metro,"Suite 12, Level 1",204-218 Dryburgh Street,NORTH MELBOURNE,VIC,3051,Western Metro,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-37.79844066,144.944316," $887,325 "
UnitingCare Ageing Central Coast Community Care,Suite 9,6 Reliance Drive,TUGGERAH,NSW,2259,Central Coast,Home Care,,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.31599445,151.4205497," $1,146,478 "
Banksia Villages Home Care,65 Heath Street,,BROULEE,NSW,2537,Southern Highlands,Home Care,,,,Banksia Villages Ltd,Charitable,Inner Regional Australia,-35.85004973,150.1707905," $845,484 "
UnitingCare Ageing South East Sydney Community Care,1 Glover Street,,LILYFIELD,NSW,2040,Inner West,Home Care,,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.87138556,151.1578273," $640,502 "
UnitingCare Ageing Southern Highlands Community Care,6 Tilba Street,,NAROOMA,NSW,2546,Southern Highlands,Home Care,,,,The Uniting Church in Australia Property Trust (NSW),Religious,Outer Regional Australia,-36.22033813,150.1338221," $870,612 "
UnitingCare Ageing Sydney West Community Care,83 Flushcombe Road,,BLACKTOWN,NSW,2148,Western Sydney,Home Care,,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.78651278,150.9061651," $1,279,200 "
MidCoast Assist,Community Centre,_ Breese Parade,FORSTER,NSW,2428,Mid North Coast,Home Care,,,,Mid-Coast Council,Local Government,Inner Regional Australia,-32.20028335,152.5221265," $1,217,844 "
Australian Unity Community Care Inner West,88 Phillip Street,,SYDNEY,NSW,2000,South East Sydney,Home Care,,,,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.86483678,151.2119317," $168,753 "
Cessnock Home Care and Support Services,2 Mount View Road,,CESSNOCK,NSW,2325,Hunter,Home Care,,,,Northern Coalfields Community Care Association Ltd,Community Based,Inner Regional Australia,-32.83362876,151.3507165," $792,550 "
Australian Unity Community Care - South East Sydney,88 Phillip Street,,SYDNEY,NSW,2000,South East Sydney,Home Care,,,,Australian Unity Retirement Living Management Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.86483678,151.2119317," $15,045 "
RSL LifeCare at Home,90 Veterans Parade,,NARRABEEN,NSW,2101,Northern Sydney,Home Care,,,,RSL LifeCare Limited,Community Based,Major Cities of Australia,-33.72410351,151.2867685," $157,713 "
Ozcare - Toowoomba,631 Greenwattle Street,,GLENVALE,QLD,4350,Darling Downs,Residential,150,,,Ozcare,Charitable,Inner Regional Australia,-27.5656817,151.9139057," $485,139 "
Infinite Care Cornubia,136 Beenleigh-Redland Bay Road,,CORNUBIA,QLD,4130,Logan River Valley,Residential,133,,,Infinite Aged Care (SEQ) Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.668516,153.199907," $58,706 "
Wesley Home And Carer Support Services (Nepean),Suite 102,148 Henry Street,PENRITH,NSW,2751,Nepean,Home Care,,,,Wesley Community Services Limited,Charitable,Major Cities of Australia,-33.75223503,150.6952258," $457,118 "
Blue Care Central Queensland Cluster Office,99-101 Evan Street,,MACKAY,QLD,4740,Mackay,Home Care,,,,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,-21.15236504,149.1907273," $294,996 "
Blue Care Central Queensland Cluster Office,51 Corbury Street,,ROCKHAMPTON,QLD,4700,Fitzroy,Home Care,,,,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,-23.39192199,150.4956207," $1,044,724 "
Blue Care West Moreton Cluster Office,31 South Street,,IPSWICH,QLD,4305,West Moreton,Home Care,,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.61642122,152.761229," $504,386 "
"KinCare At Home, QLD, Darling Downs - Home Care","Suite 45, 3 Dennis Road",,SPRINGWOOD,QLD,4127,Logan River Valley,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.6212368,153.1291046," $456,890 "
"KinCare At Home, QLD, Wide Bay - Home Care",48 Mary Street,,NOOSAVILLE,QLD,4566,Sunshine Coast,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-26.40031434,153.0653883," $671,722 "
St Basil's Community Care Kingston,Greek Church 1 Gosse Street,,KINGSTON,ACT,2604,ACT,Home Care,,,,St Basil's Homes,Charitable,Major Cities,-35.31246264,149.141238, n.a. 
Nellie Melba Retirement Village,2 Collegium Avenue,,WHEELERS HILL,VIC,3150,Eastern Metro,Residential,118,,,Ryman Aged Care (Australia) Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.904889,145.164659," $863,323 "
CHI Northern HCP,7 Beddi Road,,DUNCRAIG,WA,6023,Metropolitan North,Home Care,,,,Catholic Homes Incorporated,Religious,Major Cities of Australia,-31.83991,115.76429," $484,968 "
CHI Eastern HCP,"224 Swan Street, West",,GUILDFORD,WA,6055,Metropolitan East,Home Care,,,,Catholic Homes Incorporated,Religious,Major Cities of Australia,-31.896428,115.961364," $226,295 "
Federation of Polish Organisations in SA Home Care Packages,230 Angas Street,,ADELAIDE,SA,5000,Metropolitan East,Home Care,,,,Federation of Polish Organisations in SA Inc,Community Based,Major Cities of Australia,-34.92922332,138.6094612," $105,019 "
ACH Group Home Care Metro East VIC,16 Bedford Street,,BOX HILL,VIC,3128,Eastern Metro,Home Care,,,,Aged Care & Housing Group Inc,Charitable,Major Cities of Australia,-37.82786417,145.1330868," $656,314 "
ACH Group Home Care Metro North VIC,16 Bedford Street,,BOX HILL,VIC,3128,Eastern Metro,Home Care,,,,Aged Care & Housing Group Inc,Charitable,Major Cities of Australia,-37.82786417,145.1330868," $124,986 "
ACH Group Home Care Metro South VIC,16 Bedford Street,,BOX HILL,VIC,3128,Eastern Metro,Home Care,,,,Aged Care & Housing Group Inc,Charitable,Major Cities of Australia,-37.82786417,145.1330868," $291,546 "
JBC Home Care Packages Southern Highlands,"Unit 8, 41-45 Tennant Street",,FYSHWICK,ACT,2609,ACT,Home Care,,,,Just Better Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,-35.332822,149.186405," $311,092 "
Gallipoli Home,11 Gelibolu Parade,,AUBURN,NSW,2144,Western Sydney,Residential,102,,,Gallipoli Health Services Limited,Community Based,Major Cities of Australia,-33.85328,151.036469," $2,485,132 "
Infinite Care Mount Lofty,69 Stuart Street,,HARLAXTON,QLD,4350,Darling Downs,Residential,134,,,Infinite Aged Care (SEQ) Pty Ltd,Private Incorporated Body,Inner Regional Australia,-27.5421,151.964536," $634,179 "
Bethanie Gwelup,72 Huntriss Road,,GWELUP,WA,6018,Metropolitan North,Residential,112,,,The Bethanie Group Incorporated,Religious,Major Cities of Australia,-31.880938,115.7872," $7,442,655 "
"Kincare SA - Mid North, Yorke, Lower North, Barossa",3,53-57 Glen Osmond Road,EASTWOOD,SA,5063,Metropolitan East,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-34.9433922,138.6202818," $2,223,408 "
Country Community Care - YLNB,2,9 Strickland Street,CLARE,SA,5453,"Yorke, Lower North & Barossa",Home Care,,,,Helping Hand Aged Care Inc,Charitable,Inner Regional Australia,-33.83380224,138.6098282," $387,067 "
