,service_name,postcode,suburb,state,geoj_lat,geoj_lon,home_care_places
4574,Berrington Como,6152,COMO,WA,-32.000469,115.872231,1
4575,Carinya Of Bristol,6157,BICTON,WA,-32.02927,115.78211,1
4576,Braemar Cooinda,6156,WILLAGEE,WA,-32.047,115.815,1
4577,3Bridges Community Incorporated,2221,CARSS PARK,NSW,-33.98985735,151.1173285,1
4578,Community Care (Northern Beaches) Ltd,2086,FRENCHS FOREST,NSW,-33.754754,151.248833,1
4579,RDNS Home Care Packages NSW Illawarra,2500,WOLLONGONG,NSW,-34.43312716,150.891734,1
4580,Care Connect - Wide Bay,4556,BUDERIM,QLD,-26.67018861,153.0402178,1
4581,CO.AS.IT. Home Care Packages - South Coast,4010,ALBION,QLD,-27.43137887,153.0449087,1
4582,Grand Cedar,3147,ASHWOOD,VIC,-37.8661061,145.0970201,1
4583,Greenhill Manor,2525,FIGTREE,NSW,-34.44250116,150.8529847,1
4584,Aegis Montgomery,6010,MOUNT CLAREMONT,WA,-31.96254524,115.7834595,1
4585,Carinity Home Care - Logan River Valley,4213,MUDGEERABA,QLD,-28.06537109,153.3554804,1
4586,Enrich Living Pty Ltd - QLD South Coast,4212,HELENSVALE,QLD,-27.98847579,153.3352949,1
4587,Ozcare - Hervey Bay,4655,HERVEY BAY,QLD,-25.297021,152.84126,1
4588,Orana,4610,KINGAROY,QLD,-26.53179745,151.8445797,1
4589,White Oak Home Care Services,6027,JOONDALUP,WA,-31.74149,115.77065,1
4590,HenderCare Aged Care Services,6005,WEST PERTH,WA,-31.94879,115.84717,1
4591,Juniper Hayloft,6110,MARTIN,WA,-32.063502,116.005477,1
4592,Community Aged Care Programs Metro West,5019,SEMAPHORE,SA,-34.8421743,138.480773,1
4593,ACH Group Home Care Metro West,5045,GLENELG,SA,-34.9788521,138.5180136,1
4594,Resthaven Western Community Service,5011,WOODVILLE,SA,-34.8758193,138.5404928,1
4595,Care Connect Homecare Logan River Valley,2485,TWEED HEADS,NSW,-28.17313228,153.5423099,1
4596,Home Support Services - Consumer Directed Home Care - Metro North,5063,PARKSIDE,SA,-34.94661654,138.624462,1
4597,Northern Community Care Program Metro East,5106,SALISBURY SOUTH,SA,-34.78361038,138.6505986,1
4598,SCC Homecare (East Level 1-4),5037,NORTH PLYMPTON,SA,-34.9593718,138.5541253,1
4599,St Louis Home Care SA Metro GLBTI,5068,MARRYATVILLE,SA,-34.92767976,138.6496983,1
4600,New Service - 2012 - Life Without Barriers (Victoria),3175,DANDENONG,VIC,-37.98672305,145.2147225,1
4601,Care Forward North Western Tasmania,7310,DEVONPORT,TAS,-41.18187161,146.3604162,1
4602,Care Forward Northern Tasmania,7250,SUMMERHILL,TAS,-41.46809132,147.1313985,1
4603,Annecto Western Sydney Level 2,2037,GLEBE,NSW,-33.87969429,151.1894402,1
4604,At Home Service Feros Care - Northern Tasmania,7000,HOBART,TAS,-42.88311881,147.3291098,1
4605,Arcare Brisbane South Home Care,4172,MURARRIE,QLD,-27.45596551,153.0995062,1
4606,KinCare At Home, QLD, Sunshine Coast Home Care,4127,SPRINGWOOD,QLD,-27.6212368,153.1291046,1
4607,IRT Sunshine Coast Community Services - Home Care,4556,BUDERIM,QLD,-26.70925558,153.0666643,1
4608,KinCare At Home, QLD, South Coast - Home Care,4127,SPRINGWOOD,QLD,-27.6212368,153.1291046,1
4609,KinCare At Home, QLD, Logan River Valley - Home Care,4127,SPRINGWOOD,QLD,-27.6212368,153.1291046,1
4610,KinCare At Home, QLD, Brisbane South - Home Care,4127,SPRINGWOOD,QLD,-27.6212368,153.1291046,1
4611,IRT Woodlands,4551,MERIDAN PLAINS,QLD,-26.75516279,153.1076298,1
4612,KinCare At Home Metro Perth,6100,VICTORIA PARK,WA,-31.97493121,115.8905476,1
4613,Arcare Gold Coast - Home Care,4212,HELENSVALE,QLD,-27.92368448,153.3331044,1
4614,Arcare Sunshine Coast - Home Care,4573,PEREGIAN SPRINGS,QLD,-26.49926567,153.0782166,1
4615,At Home Service Feros Care - Southern Tasmania,7000,HOBART,TAS,-42.88311881,147.3291098,1
4616,Bupa Cairns,4870,MOOROOBOOL,QLD,-16.93279926,145.7401381,1
4617,Cumberland View Hostel Home Care Packages,3150,WHEELERS HILL,VIC,-37.92274395,145.1986479,1
4618,CCSSCI Eastern Home Care,3108,DONCASTER,VIC,-37.787213,145.131436,1
4619,Enrich Living Pty Ltd - VIC East Metro Region,3172,DINGLEY VILLAGE,VIC,-37.97706073,145.1113735,1
4620,Arcare Caboolture,4510,CABOOLTURE,QLD,-27.07600118,152.9619799,1
4621,Nextt South East Sydney CDC Program,3004,MELBOURNE,VIC,-37.837744,144.976519,1
4622,Excel Care - Wide Bay,4710,EMU PARK,QLD,-23.25569233,150.8254385,1
4623,Walgett Multi-Purpose Service,2832,WALGETT,NSW,-30.031428,148.116026,1
4624,Life Without Barriers - Alice Springs,870,ALICE SPRINGS,NT,-23.69874516,133.8693646,1
4625,SCC Homecare (Darwin level1 - 4),820,FANNIE BAY,NT,-12.419741,130.838279,1
4626,Baptcare Abbey Gardens Community,3820,WARRAGUL,VIC,-38.15166,145.919329,1
4627,Hammond Community Care - Central Coast EACH,2250,NORTH GOSFORD,NSW,-33.41095636,151.3474371,1
4628,Care Services for Older People Metro Wide,5082,PROSPECT,SA,-34.87416297,138.584791,1
4629,Macquarie Service Centre Home Care CACPs,2750,PENRITH,NSW,-33.75352984,150.6971662,1
4630,Sturt Home Care CACPs,2650,WAGGA WAGGA,NSW,-35.11638142,147.3697497,1
4631,Mekong Cairnlea Vietnamese Aged Care,3023,CAIRNLEA,VIC,-37.752476,144.779532,1
4632,Bupa St Ives,2075,ST IVES,NSW,-33.727181,151.16526,1
4633,Bupa Seaforth,2092,SEAFORTH,NSW,-33.79722629,151.25097,1
4634,Advantaged Care at Prestons Lodge,2170,PRESTONS,NSW,-33.949988,150.88017,1
4635,Churches of Christ Care - Community Care - North Queensland,4814,HEATLEY,QLD,-19.28910723,146.759852,1
4636,Royal Freemasons Flora Hill,3550,BENDIGO,VIC,-36.77526796,144.2894979,1
4637,Mount Martha Valley,3936,SAFETY BEACH,VIC,-38.328255,144.985426,1
4638,Port Stephens Veterans and Citizens Aged Care - Community Services,2315,NELSON BAY,NSW,-32.72207289,152.1416211,1
4639,Australian Vietnamese Aged Care Services,2164,SMITHFIELD,NSW,-33.85155715,150.9309022,1
4640,Shepparton Villages Home Care & Support Services,3630,SHEPPARTON,VIC,-36.36389362,145.3916584,1
4641,Pennwood Home Care,5013,PENNINGTON,SA,-34.85834545,138.5364077,1
4642,Portofino Hamilton,4007,HAMILTON,QLD,-27.43706458,153.069719,1
4643,SCC Homecare (South level 2),5064,PARKSIDE,SA,-34.94132961,138.6076925,1
4644,Pulkapulkka Kari Nursing Home and Hostel,860,TENNANT CREEK,NT,-19.64761284,134.2130458,60
4645,Hunter Nursing Pty Ltd,2285,CARDIFF,NSW,-32.94115868,151.6533881,1
4646,Charlton Aged Care,3525,CHARLTON,VIC,-36.27049581,143.351331,1
4647,Amana Transition Care Service,6012,MOSMAN PARK,WA,-32.01857,115.76914,1
4648,Aegis Karalee,6104,REDCLIFFE,WA,-31.93913137,115.9410604,1
4649,Aurrum Brunswick,3055,BRUNSWICK WEST,VIC,-37.75994119,144.9389694,1
4650,Weary Dunlop Retirement Village,3150,WHEELERS HILL,VIC,-37.9117172,145.1884847,1
4651,Arcare Parkinson,4115,PARKINSON,QLD,-27.6387406,153.0436052,1
4652,Strathearn House,2337,SCONE,NSW,-32.05737444,150.8774448,1
4653,Gosling Creek Aged Care,2800,ORANGE,NSW,-33.31721252,149.089178,1
4654,Care Connect Hume Aboriginal Home Care Packages,3672,SHEPPARTON,VIC,-36.3825901,145.3992757,1
4655,My Choice,5007,BOWDEN,SA,-34.90265244,138.5808199,1
4656,Barunga Home Care - Mid North,5522,PORT BROUGHTON,SA,-33.60181843,137.9325623,1
4657,RDNS Home Care Packages NSW Far North coast,2444,PORT MACQUARIE,NSW,-31.43092002,152.9137997,1
4658,RDNS Home Care Packages NSW Northern Sydney,2153,BELLA VISTA,NSW,-33.73574799,150.9469097,1
4659,RDNS Home Care Packages NSW Mid North Coast,2444,PORT MACQUARIE,NSW,-31.43091143,152.9090121,1
4660,RDNS Home Care Packages NSW Central Coast,2153,BELLA VISTA,NSW,-33.73574799,150.9469097,1
4661,RDNS Home Care Packages NSW South West Sydney,2153,BELLA VISTA,NSW,-33.73574799,150.9469097,1
4662,RDNS Home Care Packages NSW Inner West Sydney,2153,BELLA VISTA,NSW,-33.73526107,150.9462954,1
4663,RDNS Home Care Packages NSW Western Sydney,2153,BELLA VISTA,NSW,-33.73574799,150.9469097,1
4664,RDNS Home Care Packages NSW South East Sydney,2153,BELLA VISTA,NSW,-33.73574799,150.9469097,1
4665,Integratedliving ACT,2620,QUEANBEYAN,NSW,-35.35330757,149.2345482,1
4666,Mercy Home & Community Care - Southern Metro CALD,3121,RICHMOND,VIC,-37.81080824,144.9935088,1
4667,Mercy Home & Community Care - Whittlesea,3052,PARKVILLE,VIC,-37.77732162,144.9399746,1
4668,Mercy Home & Community Care - Yarra Ranges,3204,MCKINNON,VIC,-37.912036,145.042585,1
4669,Nextt Home Care Services - Hume,3004,MELBOURNE,VIC,-37.837744,144.976519,1
4670,Heathcote Home Care,3523,HEATHCOTE,VIC,-36.92560414,144.7097048,1
4671,Care Connect - Loddon-Mallee,3564,ECHUCA,VIC,-36.12513988,144.7497381,1
4672,Care Connect - Hume,3632,SHEPPARTON,VIC,-36.3825782,145.3992579,1
4673,RDNS Home Care Packages Tas Southern,7000,HOBART,TAS,-42.88075568,147.3259233,1
4674,Gordon Park Multiservice Centre,4031,GORDON PARK,QLD,-27.41956007,153.0299319,1
4675,Southern Cross Care Thornton Park,2750,PENRITH,NSW,-33.747702,150.702489,1
4676,St Simeon Community Care - Alexandria,2015,ALEXANDRIA,NSW,-33.89961283,151.1927039,1
4677,Anglicare Community Aged Care - Northern Sydney,2086,FRENCHS FOREST,NSW,-33.75361009,151.2476237,1
4678,Anglicare Community Aged Care - South West Sydney,2166,CABRAMATTA,NSW,-33.89648312,150.9416396,1
4679,Anglicare Community Aged Care - Western Sydney,2770,MOUNT DRUITT,NSW,-33.76322105,150.8078046,1
4680,Anglicare Community Aged Care - Southern Highlands,2577,MOSS VALE,NSW,-34.55435098,150.3615424,1
4681,Anglicare Community Aged Care - Inner West,2130,SUMMER HILL,NSW,-33.88877494,151.1404936,1
4682,integratedliving - Northern,4814,AITKENVILLE,QLD,-19.2970457,146.7646027,1
4683,integratedliving - Mackay,4751,WALKERSTON,QLD,-21.16476624,149.0542724,1
4684,Boronia House,1790,ST MARYS,NSW,-33.74827632,150.7788179,1
4685,EACH Eastern Metro,3134,RINGWOOD,VIC,-37.809,145.230779,1
4686,integratedliving Illawarra,2541,NOWRA,NSW,-34.87680628,150.6021614,1
4687,integratedliving Home Care Packages NSW,2300,NEWCASTLE,NSW,-32.925923,151.77711,1
4688,integratedliving Far North Coast,2478,BALLINA,NSW,-28.86839837,153.5597383,1
4689,integratedliving Central West,2870,PARKES,NSW,-33.13261657,148.1735576,1
4690,Acacia Living Group South West Home Care,6230,BUNBURY,WA,-33.33509515,115.629873,1
4691,Villa Maria Community Services Northern Region,3564,SHEPPARTON,VIC,-36.38750001,145.4274956,1
4692,Villa Maria Grampians Home Care Packages Program,3564,SHEPPARTON,VIC,-36.38750001,145.4274956,1
4693,Villa Maria Gippsland Home Care Packages,3810,PACKENHAM,VIC,-38.07510297,145.4803464,1
4694,Linkages: Central Highlands Coordinated Community Care,3350,BALLARAT,VIC,-37.557336,143.855731,1
4695,integratedliving Northern Tas,7250,LAUNCESTON,TAS,-41.43652488,147.1417333,1
4696,CGHS - Home Care Package Program,3850,SALE,VIC,-38.10892045,147.0813899,1
4697,Churches of Christ Care - Community Care - Wide Bay/Hervey Bay,4655,PIALBA,QLD,-25.29414362,152.8135764,1
4698,Northern Region Home Care Victoria,3128,BOXHILL,VIC,-37.81720416,145.1159337,1
4699,South East Region Homecare,3931,MORNINGTON,VIC,-38.23766689,145.0664909,1
4700,JBC Home Care Packages ACT,2609,FYSHWICK,ACT,-35.332822,149.186405,1
4701,Annecto Orana Far West Level 4,3502,MILDURA,VIC,-34.1882549,142.1562233,1
4702,HCR - Home Care Packages, Eastern Metropolitan,3145,MALVERN EAST,VIC,-37.877546,145.058244,1
4703,HCR - Home Care Packages, Southern Metropolitan,3145,MALVERN EAST,VIC,-37.877547,145.058243,1
4704,mecwacare Home Care Packages 5 (Southern Metro Region),3144,MALVERN,VIC,-37.852367,145.036581,1
4705,Benetas Home Care Hume,3629,MOOROOPNA,VIC,-36.39482663,145.3602938,1
4706,Benetas Home Care Gippsland,3844,TRARALGON,VIC,-38.210865,146.521642,1
4707,Churches of Christ Care - Community Care - Bribie Island/Caboolture,4507,BRIBIE ISLAND,QLD,-27.07910147,153.1618899,1
4708,Multicultural Aged Care Services Geelong Inc,3125,NORTH GEELONG,VIC,-38.12586399,144.347892,1
4709,Arcare Glenhaven,2156,GLENHAVEN,NSW,-33.695784,150.993606,1
4710,MiCare Home Care services SMR,3201,CARRUM DOWNS,VIC,-38.09356142,145.1773635,1
4711,Resthaven Aberfoyle Park,5159,ABERFOYLE PARK,SA,-35.07524,138.596535,1
4712,MiCare Home Care Services Gippsland,3840,MORWELL,VIC,-38.23496,146.399284,1
4713,UPA Mid North Coast CDC,2447,MACKSVILLE,NSW,-30.70729669,152.9248994,1
4714,HammondAtHome Nepean,2153,BAULKHAM HILLS,NSW,-33.7335251,150.9630072,1
4715,PresCare Protea Townsville,4814,DOUGLAS,QLD,-19.324211,146.740193,1
4716,HammondAtHome Southern Highlands,2228,MIRANDA,NSW,-34.02428446,151.1051272,1
4717,Brightwater Home Care Packages South East,6101,EAST VICTORIA PARK,WA,-31.98474303,115.9062261,1
4718,Southern Cross Community Care - South West Sydney,2160,MERRYLANDS WEST,NSW,-33.83956733,150.9708538,1
4719,Southern Cross Community Care - Northern Sydney,2074,NORTH TURRAMURRA,NSW,-33.70083735,151.1469716,1
4720,Southern Cross Community Care - Nepean,2761,PLUMPTON,NSW,-33.74485561,150.8332216,1
4721,Southern Cross Community Care - Hunter,2261,BATEAU BAY,NSW,-33.37655678,151.4805947,1
4722,Wintringham - Barwon South West Level 1,3216,HIGHTON,VIC,-38.19485017,144.3188161,1
4723,Nextt Home Care Services,3004,MELBOURNE,VIC,-37.837744,144.976519,1
4724,Wintringham - Hume Level 1,3630,SHEPPARTON,VIC,-36.37156121,145.4015311,1
4725,Wintringham - Northern Level 1,3032,ASCOT VALE,VIC,-37.779802,144.93165,1
4726,Epping Gardens,3076,EPPING,VIC,-37.647278,145.008823,1
4727,Wintringham - Inner Southern Level 3,3189,MOORABBIN,VIC,-37.933746,145.0383,1
4728,Opal Bankstown,2200,BANKSTOWN,NSW,-33.933102,151.026388,1
4729,The Salvation Army, Adult Services, Southern Home Care Packages,3065,FITZROY,VIC,-37.80582013,144.9762548,1
4730,Annecto HCP Program Eastern Region - Level 3,3134,RINGWOOD,VIC,-37.812089,145.227127,1
4731,RDNS Home Care Packages VIC Western Metro,3182,ST KILDA,VIC,-37.86086586,144.985818,1
4732,RDNS Home Care Packages VIC Northern Metro,3182,ST KILDA,VIC,-37.86086586,144.985818,1
4733,Annecto HCP Program Southern Region - Level 4,3134,RINGWOOD,VIC,-37.812089,145.227127,1
4734,RDNS Home Care Packages VIC Eastern Metro,3182,ST KILDA,VIC,-37.86086586,144.985818,1
4735,The Salvation Army, Adult Services, Western Home Care Packages,3019,BRAYBROOK,VIC,-37.785685,144.853534,1
4736,The Salvation Army, Adult Services, Northern Home Care Packages,3067,ABBOTSFORD,VIC,-37.80597956,144.9982634,1
4737,Finke Home Care Service,872,FINKE,NT,-25.58086368,134.5781836,1
4738,Imanpa Home Care Service,872,IMANPA,NT,-25.12923614,132.5705893,1
4739,Melva McDonald Lodge,2766,ROOTY HILL,NSW,-33.772217,150.846423,1
4740,HSS 'Your Care Your Choice' - Brisbane North,4102,WOOLLOONGABBA,QLD,-27.48705136,153.0361721,1
4741,HSS 'Your Care Your Choice' - Brisbane South,4102,WOOLLOONGABBA,QLD,-27.48705136,153.0361721,1
4742,Dudley Foord House,2769,THE PONDS,NSW,-33.7191591,150.9169538,1
4743,Villa Maria Catholic Homes Star of the Sea Aged Care Residence,3228,TORQUAY,VIC,-38.31392946,144.3384136,1
4744,Racecourse Grange Residential Care,3931,MORNINGTON,VIC,-38.227748,145.071348,1
4745,Royal Freemasons Sale,3850,SALE,VIC,-38.078991,147.069231,1
4746,Royal Freemasons Bendigo,3555,KANGAROO FLAT,VIC,-36.783889,144.240238,1
4747,Royal Freemasons Bacchus Marsh,3340,DARLEY,VIC,-37.657843,144.432128,1
4748,Clifton Views,3068,FITZROY NORTH,VIC,-37.786501,144.994315,1
4749,Warralily Gardens,3217,ARMSTRONG CREEK,VIC,-38.23688,144.334803,1
4750,At Home Services Feros Care - Western Metro,3000,MELBOURNE,VIC,-37.814541,144.9705,1
4751,Arcare North Shore,4818,BURDELL,QLD,-19.25485699,146.7027436,1
4752,Sienna Grange Aged Care,2444,PORT MACQUARIE,NSW,-31.455843,152.874176,1
4753,At Home Services Feros Care - Grampians,3000,MELBOURNE,VIC,-37.814542,144.9705,1
4754,Opal North Lakes,4509,NORTH LAKES,QLD,-27.24201213,153.0194135,1
4755,HammondCare Dementia Specific Home Care Services - Western Metro,3051,NORTH MELBOURNE,VIC,-37.79844066,144.944316,1
4756,Opal Kawana,4575,BIRTINYA,QLD,-26.7508194,153.1145446,1
4757,Latrobe Home Care Packages Gippsland Level 1,3840,MORWELL,VIC,-38.2358326,146.4000861,1
4758,HammondCare Dementia Specific Home Care Services - Northern Metro,3051,NORTH MELBOURNE,VIC,-37.79844066,144.944316,1
4759,UnitingCare Ageing Central Coast Community Care,2259,TUGGERAH,NSW,-33.31599445,151.4205497,1
4760,Banksia Villages Home Care,2537,BROULEE,NSW,-35.85004973,150.1707905,1
4761,UnitingCare Ageing South East Sydney Community Care,2040,LILYFIELD,NSW,-33.87138556,151.1578273,1
4762,UnitingCare Ageing Southern Highlands Community Care,2546,NAROOMA,NSW,-36.22033813,150.1338221,1
4763,UnitingCare Ageing Sydney West Community Care,2148,BLACKTOWN,NSW,-33.78651278,150.9061651,1
4764,MidCoast Assist,2428,FORSTER,NSW,-32.20028335,152.5221265,1
4765,Australian Unity Community Care Inner West,2000,SYDNEY,NSW,-33.86483678,151.2119317,1
4766,Cessnock Home Care and Support Services,2325,CESSNOCK,NSW,-32.83362876,151.3507165,1
4767,Australian Unity Community Care - South East Sydney,2000,SYDNEY,NSW,-33.86483678,151.2119317,1
4768,RSL LifeCare at Home,2101,NARRABEEN,NSW,-33.72410351,151.2867685,1
4769,Ozcare - Toowoomba,4350,GLENVALE,QLD,-27.5656817,151.9139057,1
4770,Infinite Care Cornubia,4130,CORNUBIA,QLD,-27.668516,153.199907,1
4771,Wesley Home And Carer Support Services (Nepean),2751,PENRITH,NSW,-33.75223503,150.6952258,1
4772,Blue Care Central Queensland Cluster Office,4740,MACKAY,QLD,-21.15236504,149.1907273,1
4773,Blue Care Central Queensland Cluster Office,4700,ROCKHAMPTON,QLD,-23.39192199,150.4956207,1
4774,Blue Care West Moreton Cluster Office,4305,IPSWICH,QLD,-27.61642122,152.761229,1
4775,KinCare At Home, QLD, Darling Downs - Home Care,4127,SPRINGWOOD,QLD,-27.6212368,153.1291046,1
4776,KinCare At Home, QLD, Wide Bay - Home Care,4566,NOOSAVILLE,QLD,-26.40031434,153.0653883,1
4777,St Basil's Community Care Kingston,2604,KINGSTON,ACT,-35.31246264,149.141238,1
4778,Nellie Melba Retirement Village,3150,WHEELERS HILL,VIC,-37.904889,145.164659,1
4779,CHI Northern HCP,6023,DUNCRAIG,WA,-31.83991,115.76429,1
4780,CHI Eastern HCP,6055,GUILDFORD,WA,-31.896428,115.961364,1
4781,Federation of Polish Organisations in SA Home Care Packages,5000,ADELAIDE,SA,-34.92922332,138.6094612,1
4782,ACH Group Home Care Metro East VIC,3128,BOX HILL,VIC,-37.82786417,145.1330868,1
4783,ACH Group Home Care Metro North VIC,3128,BOX HILL,VIC,-37.82786417,145.1330868,1
4784,ACH Group Home Care Metro South VIC,3128,BOX HILL,VIC,-37.82786417,145.1330868,1
4785,JBC Home Care Packages Southern Highlands,2609,FYSHWICK,ACT,-35.332822,149.186405,1
4786,Gallipoli Home,2144,AUBURN,NSW,-33.85328,151.036469,1
4787,Infinite Care Mount Lofty,4350,HARLAXTON,QLD,-27.5421,151.964536,1
4788,Bethanie Gwelup,6018,GWELUP,WA,-31.880938,115.7872,1
4789,Kincare SA - Mid North, Yorke, Lower North, Barossa,5063,EASTWOOD,SA,-34.9433922,138.6202818,1
4790,Country Community Care - YLNB,5453,CLARE,SA,-33.83380224,138.6098282,1
4791,Country Community Care - Mid North,5540,PORT PIRIE,SA,-33.1747202,138.0071022,1
4792,Country Community Care,5540,PORT PIRIE,SA,-33.1800345,138.0082794,1
4793,Juniper Korumup,6330,LOCKYER,WA,-35.004864,117.853662,1
4794,Japara Riverside Views,7250,RIVERSIDE,TAS,-41.403173,147.083532,1
4795,KinCare - Central Coast - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
4796,KinCare - Illawarra - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
4797,KinCare - New England - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
4798,Oxley Home Care (Northern Sydney),2085,BELROSE,NSW,-33.70630335,151.2096589,1
4799,Oxley Home Care (Western Sydney),2085,BELROSE,NSW,-33.70630335,151.2096589,1
4800,Oxley Home Care (South West Sydney),2085,BELROSE,NSW,-33.70630335,151.2096589,1
4801,Oxley Home Care (Inner West),2085,BELROSE,NSW,-33.70630335,151.2096589,1
4802,Greek Welfare Centre Inner West,2042,NEWTOWN,NSW,-33.89912682,151.1782069,1
4803,Greek Welfare Centre South West Sydney,2042,NEWTOWN,NSW,-33.89912682,151.1782069,1
4804,Greek Welfare Centre Hunter,2042,NEWTOWN,NSW,-33.89912682,151.1782069,1
4805,St Vincent's Care Services Werribee,3030,WERRIBEE,VIC,-37.88878413,144.7009273,1
4806,Opal Blacktown,2148,BLACKTOWN,NSW,-33.769614,150.8953002,1
4807,Home Care Packages - Loddon-Mallee,3168,NOTTING HILL,VIC,-37.900072,145.1311391,1
4808,Golden Glow Home Care Programme-Darwin,810,WANGURI,NT,-12.37228331,130.8860867,1
4809,Golden Glow Home Care Programme-Katherine,850,KATHERINE,NT,-14.447258,132.270383,1
4810,Hetti Perkins,870,ALICE SPRINGS,NT,-23.748953,133.874256,1
4811,Silver Chain Great Southern HCP Level 3,6330,ALBANY,WA,-35.01073368,117.9022962,1
4812,Silver Chain North Metropolitan HCP Level 2,6017,OSBORNE PARK,WA,-31.91105,115.81031,1
4813,Silver Chain Mid West HCP Level 3,6530,GERALDTON,WA,-28.77553039,114.6120015,1
4814,Silver Chain South West HCP Level 3,6230,BUNBURY,WA,-33.34729582,115.6444846,1
4815,Silver Chain Wheatbelt HCP Level 3,6556,TOODYAY,WA,-31.55038752,116.4663852,1
4816,Southern Cross South West HCP,6280,BUSSELTON,WA,-33.65281,115.339411,1
4817,East Arnhem Regional Council,880,NHULUNBUY,NT,-12.18267426,136.7822208,1
4818,Helping Hand Aged Care Golden Grove,5125,GOLDEN GROVE,SA,-34.791094,138.695558,1
4819,SAI Home and Community Care,3199,FRANKSTON,VIC,-38.140738,145.123691,1
4820,integratedliving Burnie,7230,BURNIE,TAS,-41.05080903,145.9079608,1
4821,Arcare Taigum,4018,TAIGUM,QLD,-27.35100337,153.0522016,1
4822,Greenview,3111,DONVALE,VIC,-37.793446,145.176618,1
4823,Aspley Aged Care,4034,ASPLEY,QLD,-27.361108,153.007879,1
4824,Ozcare Home Care Packages - South Brisbane Region,4128,SHAILER PARK,QLD,-27.65237404,153.1680883,1
4825,Ozcare Home Care Packages - Brisbane North Region,4032,CHERMSIDE,QLD,-27.38966047,153.0325615,1
4826,Ozcare Home Care Packages - Bundaberg Region,4670,BUNDABERG WEST,QLD,-24.86840533,152.3437267,1
4827,Ozcare Home Care Packages - Cairns Region,4870,CAIRNS,QLD,-16.92226286,145.7672963,1
4828,Ozcare Home Care Packages - Gold Coast Region,4226,ROBINA,QLD,-28.07042375,153.36396,1
4829,Ozcare Home Care Packages - Mackay Region,4740,MACKAY,QLD,-21.14137954,149.1901087,1
4830,Ozcare Home Care Packages - North Lakes Region,4509,NORTH LAKES,QLD,-27.23911875,153.0222471,1
4831,Ozcare Home Care Packages - Rockhampton Region,4700,ROCKHAMPTON,QLD,-23.37874891,150.5105539,1
4832,Ozcare Home Care Packages - Sunshine Coast Region,4551,CURRIMUNDI,QLD,-26.76903154,153.1226902,1
4833,Ozcare Home Care Packages - Toowoomba Region,4350,TOOWOOMBA,QLD,-27.56909776,151.947332,1
4834,Ozcare Home Care Packages - Townsville Region,4812,GULLIVER,QLD,-19.28168976,146.7713968,1
4835,Ozcare Home Care Packages - West Moreton Region,4304,BOOVAL,QLD,-27.61317124,152.7971612,1
4836,ECH Inc - Gawler and Lower North Country Home Services,5063,PARKSIDE,SA,-34.94137494,138.6120936,1
4837,ECH Inc - Eastern Home Services,5063,PARKSIDE,SA,-34.94137494,138.6120936,1
4838,Churches of Christ Care - Community Care - Brisbane,4068,KENMORE,QLD,-27.50496611,152.9359836,1
4839,Churches of Christ Care - Community Care - Gold Coast,4226,ROBINA,QLD,-28.06366041,153.4024799,1
4840,Churches of Christ Care - Community Care - Sunshine Coast,4556,SIPPY DOWNS,QLD,-26.71272971,153.0646319,1
4841,Churches of Christ Care - Community Care - West Moreton,4310,BOONAH,QLD,-27.99513668,152.6823913,1
4842,Churches of Christ Care - Community Care - Darling Downs,4350,TOOWOOMBA,QLD,-27.5963313,151.9459791,1
4843,Churches of Christ Care - Community Care - Warwick,4370,WARWICK,QLD,-28.21783707,152.0360571,1
4844,Churches of Christ Care - Community Care - Logan,4127,SPRINGWOOD,QLD,-27.61040712,153.1346918,1
4845,Eastern Eyre - Cowell MPS,5602,COWELL,SA,-33.68548715,136.9229484,2
4846,Eastern Eyre - Kimba MPS,5641,KIMBA,SA,-33.143532,136.415864,2
4847,Flinders Ranges - Hawker MPS,5434,HAWKER,SA,-31.8934238,138.4282361,1
4848,Lower Eyre - Cummins MPS,5631,CUMMINS,SA,-34.26424713,135.7328374,1
4849,Lower North - Burra MPS,5417,BURRA,SA,-33.68548603,138.9345771,1
4850,Wintringham - Barwon South West Level 3,3216,HIGHTON,VIC,-38.19545177,144.3176542,1
4851,Mallee - Pinnaroo MPS,5304,PINNAROO,SA,-35.25827324,140.9034391,1
4852,Mallee - Karoonda MPS,5307,KAROONDA,SA,-35.09373829,139.8894771,1
4853,Wintringham - Hume Level 3,3630,SHEPPARTON,VIC,-36.37156121,145.4015257,1
4854,Wintringham - Hume Level 4,3630,SHEPPARTON,VIC,-36.37156121,145.4015257,1
4855,Wintringham - Western Level 3,3011,SEDDON,VIC,-37.8063073,144.8902144,1
4856,Wintringham - Western Level 1,3011,SEDDON,VIC,-37.8063073,144.8902144,1
4857,Mid West - Elliston MPS,5670,ELLISTON,SA,-33.6472554,134.891038,1
4858,Wintringham - Northern Level 3,3032,ASCOT VALE,VIC,-37.770825,144.924431,1
4859,Mid West - Streaky Bay MPS,5680,STREAKY BAY,SA,-32.79236516,134.2186443,1
4860,Southern Flinders - Laura MPS,5480,LAURA,SA,-33.18013635,138.2993858,1
4861,Coorong Health Service - Meningie MPS,5264,MENINGIE,SA,-35.69267982,139.3347006,1
